conectado|voltagem|temperatura|ruido|ativacao
1000|38000|-17000|40000|0
1000|37000|383000|-71000|1
1000|35000|249000|40000|1
1000|32000|198000|5000|1
1000|34000|465000|-62000|0
1000|33000|296000|70000|1
0|40000|-69000|-51000|0
0|35000|-80000|97000|0
1000|31000|39000|-70000|1
1000|41000|344000|-21000|1
1000|31000|196000|-75000|1
0|37000|139000|-91000|0
0|30000|-10000|91000|0
0|38000|199000|-48000|0
0|32000|76000|-12000|0
0|29000|573000|35000|0
0|27000|430000|83000|0
0|38000|-37000|-75000|0
0|27000|149000|-58000|0
1000|28000|321000|74000|1
1000|45000|303000|26000|0
0|35000|551000|34000|0
0|42000|234000|-47000|0
1000|32000|393000|-4000|1
1000|31000|-25000|6000|0
0|29000|209000|-44000|0
1000|36000|258000|-17000|1
1000|30000|-39000|-2000|0
1000|34000|127000|-55000|1
0|40000|523000|-9000|0
0|27000|433000|-19000|0
0|40000|-61000|-22000|0
1000|35000|-32000|0|0
1000|44000|334000|59000|0
0|32000|138000|82000|0
1000|26000|285000|-39000|1
0|39000|429000|17000|0
0|38000|234000|-93000|0
0|26000|98000|-30000|0
0|26000|-87000|-43000|0
1000|41000|-33000|-99000|0
0|36000|45000|-28000|0
0|37000|228000|34000|0
1000|37000|-32000|-39000|0
0|39000|332000|-3000|0
1000|38000|406000|-51000|1
1000|29000|473000|74000|0
1000|25000|221000|-14000|1
1000|37000|551000|47000|0
1000|25000|420000|6000|1
1000|34000|75000|56000|1
1000|42000|563000|-87000|0
1000|27000|226000|-68000|1
1000|28000|351000|-10000|1
0|30000|413000|-82000|0
0|32000|179000|-17000|0
1000|38000|471000|-17000|0
0|36000|307000|68000|0
1000|35000|-5000|-52000|0
1000|31000|-21000|-62000|0
0|42000|524000|59000|0
0|27000|116000|-16000|0
0|38000|493000|-72000|0
1000|42000|158000|25000|1
0|32000|22000|86000|0
1000|37000|131000|19000|1
0|41000|-83000|58000|0
1000|31000|48000|61000|1
0|35000|217000|40000|0
1000|35000|67000|-3000|1
0|36000|480000|28000|0
1000|43000|130000|26000|0
1000|39000|359000|68000|1
1000|27000|109000|-46000|1
1000|32000|580000|-23000|0
1000|34000|-87000|-84000|0
1000|45000|370000|10000|0
1000|29000|182000|66000|1
1000|28000|337000|72000|1
0|26000|-28000|-73000|0
1000|42000|301000|80000|1
0|40000|562000|-17000|0
0|28000|496000|-67000|0
1000|34000|105000|58000|1
1000|27000|339000|-40000|1
1000|29000|-68000|22000|0
1000|31000|112000|-73000|1
1000|34000|304000|5000|1
1000|26000|112000|-1000|1
1000|36000|-91000|22000|0
1000|37000|428000|-13000|1
1000|25000|-49000|13000|0
1000|27000|-100000|18000|0
0|28000|33000|-25000|0
1000|45000|253000|86000|0
1000|33000|366000|2000|1
1000|30000|393000|70000|1
0|41000|80000|64000|0
1000|34000|464000|5000|0
0|40000|299000|-84000|0
1000|36000|438000|11000|1
1000|29000|441000|9000|1
1000|40000|179000|45000|1
1000|45000|337000|-61000|0
0|37000|-20000|40000|0
1000|38000|148000|38000|1
1000|27000|241000|-78000|1
1000|33000|509000|-17000|0
0|30000|473000|41000|0
0|31000|345000|85000|0
0|27000|58000|-61000|0
0|39000|352000|55000|0
1000|26000|141000|87000|1
1000|42000|310000|40000|1
0|27000|354000|76000|0
1000|36000|-12000|-18000|0
0|26000|541000|90000|0
1000|35000|49000|-66000|1
0|26000|86000|-27000|0
0|34000|57000|-23000|0
0|32000|-19000|-38000|0
0|39000|329000|-69000|0
1000|32000|1000|2000|1
0|36000|182000|23000|0
1000|40000|-23000|-46000|0
1000|32000|376000|-94000|1
1000|26000|76000|76000|1
0|29000|219000|99000|0
1000|42000|6000|100000|1
0|40000|129000|35000|0
1000|40000|13000|96000|1
1000|41000|470000|-87000|0
0|28000|544000|6000|0
1000|29000|64000|94000|1
1000|37000|354000|14000|1
0|32000|495000|20000|0
0|30000|416000|8000|0
0|32000|202000|72000|0
0|39000|378000|-67000|0
0|30000|253000|24000|0
0|29000|545000|52000|0
0|31000|233000|-1000|0
1000|37000|43000|72000|1
1000|37000|185000|37000|1
1000|36000|286000|-35000|1
0|29000|401000|-89000|0
0|42000|329000|6000|0
0|30000|493000|-75000|0
0|28000|524000|-50000|0
1000|43000|428000|-68000|0
1000|40000|508000|29000|0
1000|34000|-52000|-69000|0
1000|27000|229000|93000|1
1000|45000|-5000|41000|0
1000|25000|540000|99000|0
1000|30000|499000|71000|0
1000|35000|-64000|-39000|0
0|25000|453000|29000|0
0|37000|11000|35000|0
1000|26000|145000|-80000|1
1000|29000|179000|2000|1
1000|44000|399000|18000|0
0|27000|573000|-21000|0
0|31000|317000|-48000|0
1000|27000|277000|41000|1
0|41000|484000|-34000|0
0|32000|471000|-41000|0
1000|33000|122000|-70000|1
0|40000|358000|-42000|0
0|44000|303000|-62000|0
0|35000|377000|-46000|0
0|26000|-25000|62000|0
1000|30000|64000|-55000|1
0|39000|354000|34000|0
1000|45000|110000|-29000|0
1000|44000|432000|-16000|0
1000|27000|516000|39000|0
0|27000|283000|29000|0
1000|41000|72000|10000|1
0|33000|238000|-93000|0
0|45000|-62000|-5000|0
0|44000|207000|-11000|0
0|27000|453000|-35000|0
1000|26000|375000|53000|1
1000|44000|197000|73000|0
0|29000|-39000|-9000|0
0|31000|253000|0|0
0|40000|234000|2000|0
1000|25000|435000|-4000|1
0|36000|209000|-16000|0
1000|31000|78000|-16000|1
0|26000|45000|-80000|0
1000|39000|-42000|98000|0
0|40000|547000|-69000|0
0|36000|225000|57000|0
0|41000|330000|-36000|0
1000|31000|582000|52000|0
0|30000|303000|75000|0
1000|41000|20000|-71000|1
0|31000|-29000|56000|0
0|29000|166000|37000|0
1000|45000|138000|32000|0
1000|26000|521000|-24000|0
0|33000|197000|79000|0
0|31000|136000|-51000|0
1000|25000|588000|71000|0
1000|44000|381000|-94000|0
0|40000|543000|63000|0
1000|26000|112000|-30000|1
1000|40000|-40000|81000|0
0|38000|279000|-26000|0
1000|25000|324000|-30000|1
1000|41000|483000|-21000|0
1000|44000|-6000|-26000|0
1000|29000|430000|81000|1
0|29000|258000|26000|0
0|36000|23000|-49000|0
0|37000|239000|-68000|0
0|33000|108000|-33000|0
0|40000|167000|87000|0
0|38000|524000|-46000|0
1000|33000|256000|6000|1
1000|34000|396000|-86000|1
1000|25000|243000|-93000|1
0|26000|169000|37000|0
1000|30000|12000|-40000|1
1000|32000|362000|-11000|1
1000|27000|232000|-85000|1
1000|30000|-87000|-93000|0
0|39000|220000|29000|0
0|28000|-70000|-68000|0
0|39000|566000|-75000|0
0|37000|195000|57000|0
1000|41000|-35000|-35000|0
0|26000|298000|-82000|0
0|34000|522000|-42000|0
1000|44000|-99000|82000|0
0|44000|-21000|9000|0
1000|30000|197000|21000|1
0|43000|551000|-13000|0
0|45000|36000|83000|0
0|43000|595000|-99000|0
1000|28000|106000|-58000|1
0|29000|6000|-100000|0
0|45000|320000|67000|0
1000|40000|138000|-89000|1
0|35000|299000|-55000|0
0|44000|-27000|-60000|0
1000|42000|497000|94000|0
1000|40000|230000|9000|1
0|25000|409000|85000|0
0|38000|-66000|-66000|0
1000|29000|508000|-41000|0
1000|36000|406000|-9000|1
0|38000|-74000|93000|0
0|25000|62000|48000|0
0|29000|56000|81000|0
1000|30000|24000|-83000|1
1000|43000|221000|-60000|0
1000|36000|545000|-36000|0
0|28000|214000|-48000|0
1000|43000|90000|-97000|0
1000|26000|247000|9000|1
1000|41000|-51000|39000|0
1000|30000|106000|-58000|1
0|42000|412000|86000|0
0|28000|358000|-2000|0
1000|30000|-100000|52000|0
1000|38000|106000|-91000|1
1000|42000|168000|-77000|1
1000|33000|4000|-55000|1
0|34000|441000|88000|0
0|42000|503000|-20000|0
0|39000|413000|-2000|0
0|34000|331000|38000|0
0|35000|108000|89000|0
0|42000|73000|-33000|0
0|25000|525000|-71000|0
0|40000|300000|27000|0
0|27000|164000|-20000|0
1000|40000|123000|-68000|1
0|36000|439000|-15000|0
0|27000|104000|-55000|0
1000|39000|221000|0|1
1000|33000|517000|42000|0
1000|27000|-30000|-51000|0
0|28000|119000|-3000|0
0|41000|378000|-93000|0
0|33000|518000|91000|0
0|34000|45000|71000|0
1000|36000|585000|87000|0
0|32000|55000|81000|0
0|41000|136000|-98000|0
0|39000|500000|-54000|0
0|26000|345000|-40000|0
0|36000|425000|58000|0
0|41000|310000|28000|0
1000|38000|269000|-69000|1
1000|40000|-55000|-8000|0
0|25000|-38000|-37000|0
1000|38000|225000|10000|1
0|41000|130000|-26000|0
0|29000|295000|45000|0
1000|36000|176000|36000|1
0|38000|-72000|-59000|0
0|31000|204000|-98000|0
0|43000|476000|27000|0
1000|39000|187000|-73000|1
1000|44000|141000|43000|0
0|42000|294000|-60000|0
1000|28000|592000|-29000|0
1000|45000|51000|11000|0
0|26000|97000|6000|0
1000|25000|445000|-50000|1
1000|34000|238000|-47000|1
1000|34000|45000|-29000|1
0|28000|204000|-61000|0
0|37000|214000|-46000|0
1000|32000|176000|12000|1
0|44000|439000|26000|0
0|40000|187000|52000|0
1000|33000|550000|84000|0
1000|44000|-34000|90000|0
1000|32000|550000|57000|0
1000|28000|242000|-37000|1
0|36000|469000|-59000|0
0|43000|274000|47000|0
0|43000|48000|-1000|0
1000|26000|598000|35000|0
1000|43000|118000|-33000|0
1000|45000|265000|78000|0
1000|35000|560000|-13000|0
0|33000|368000|-32000|0
1000|41000|133000|50000|1
1000|32000|-55000|-99000|0
1000|37000|273000|-28000|1
0|31000|594000|96000|0
0|31000|90000|-27000|0
1000|29000|415000|-52000|1
1000|27000|340000|-22000|1
1000|27000|88000|-15000|1
1000|36000|399000|25000|1
0|38000|109000|35000|0
1000|37000|545000|17000|0
1000|27000|-32000|80000|0
0|41000|275000|-56000|0
0|29000|388000|-48000|0
1000|36000|243000|19000|1
0|36000|174000|-38000|0
0|25000|563000|-9000|0
1000|36000|119000|81000|1
1000|32000|407000|-9000|1
1000|27000|-28000|-55000|0
1000|41000|577000|98000|0
0|42000|336000|-39000|0
0|45000|309000|50000|0
0|30000|400000|-46000|0
1000|33000|148000|56000|1
0|44000|438000|-9000|0
1000|30000|291000|8000|1
1000|37000|420000|22000|1
0|41000|252000|-59000|0
1000|37000|93000|31000|1
1000|37000|-79000|-71000|0
1000|44000|119000|-3000|0
0|39000|390000|78000|0
0|30000|588000|-69000|0
1000|32000|380000|-71000|1
1000|39000|-46000|25000|0
0|33000|19000|-56000|0
1000|45000|28000|-24000|0
0|40000|508000|94000|0
0|36000|358000|91000|0
1000|33000|177000|49000|1
1000|29000|461000|88000|0
0|45000|593000|98000|0
1000|38000|343000|-23000|1
1000|28000|62000|-7000|1
1000|29000|510000|-8000|0
1000|35000|229000|21000|1
0|42000|300000|-9000|0
0|44000|97000|46000|0
0|37000|-40000|-58000|0
1000|43000|398000|-6000|0
1000|43000|131000|84000|0
0|33000|31000|59000|0
1000|37000|54000|90000|1
1000|25000|165000|12000|1
0|40000|277000|87000|0
1000|44000|340000|92000|0
0|33000|-94000|-40000|0
0|36000|-4000|-93000|0
1000|28000|55000|73000|1
0|26000|29000|-18000|0
1000|27000|528000|-29000|0
0|26000|500000|-3000|0
1000|37000|-24000|95000|0
1000|44000|85000|40000|0
0|37000|-100000|37000|0
1000|42000|595000|-18000|0
1000|31000|147000|-7000|1
1000|25000|102000|-84000|1
1000|30000|195000|61000|1
1000|35000|509000|-85000|0
0|44000|507000|37000|0
1000|36000|246000|-100000|1
1000|37000|353000|-96000|1
0|35000|337000|98000|0
0|34000|262000|-88000|0
1000|29000|24000|55000|1
1000|37000|355000|3000|1
1000|44000|335000|36000|0
0|39000|283000|17000|0
0|28000|310000|88000|0
0|42000|231000|93000|0
0|44000|547000|-57000|0
0|31000|288000|-88000|0
1000|25000|107000|-55000|1
0|28000|561000|80000|0
1000|36000|16000|-58000|1
0|25000|275000|-11000|0
1000|42000|93000|93000|1
0|27000|279000|-100000|0
1000|39000|-56000|-50000|0
1000|26000|401000|-90000|1
1000|37000|206000|-75000|1
1000|25000|206000|-54000|1
0|37000|424000|78000|0
0|37000|424000|75000|0
1000|27000|394000|48000|1
0|25000|48000|76000|0
1000|45000|267000|-6000|0
1000|35000|441000|-84000|1
0|40000|136000|-42000|0
0|26000|299000|9000|0
1000|41000|-1000|-55000|0
0|28000|139000|83000|0
1000|40000|114000|49000|1
1000|32000|506000|87000|0
0|39000|136000|72000|0
1000|30000|184000|-19000|1
0|31000|201000|29000|0
1000|38000|124000|87000|1
0|27000|513000|70000|0
1000|36000|348000|71000|1
0|27000|-11000|-28000|0
1000|42000|400000|-89000|1
1000|44000|400000|-20000|0
1000|36000|-46000|-34000|0
1000|43000|247000|-28000|0
1000|28000|340000|-2000|1
0|39000|241000|81000|0
0|40000|547000|-49000|0
0|35000|93000|49000|0
0|28000|38000|45000|0
0|25000|1000|71000|0
0|36000|565000|-77000|0
0|29000|128000|3000|0
0|42000|501000|29000|0
1000|38000|379000|83000|1
0|31000|318000|-45000|0
0|36000|567000|-10000|0
0|33000|113000|-34000|0
0|38000|232000|-18000|0
1000|45000|367000|-76000|0
0|42000|-42000|-41000|0
0|43000|573000|12000|0
0|32000|115000|57000|0
1000|38000|-91000|-30000|0
0|26000|100000|-72000|0
1000|36000|31000|31000|1
0|30000|321000|-80000|0
0|26000|449000|58000|0
1000|41000|38000|-81000|1
1000|44000|111000|-4000|0
1000|32000|86000|14000|1
0|36000|152000|20000|0
1000|44000|177000|-60000|0
0|45000|121000|-41000|0
1000|34000|202000|-90000|1
1000|29000|433000|30000|1
0|26000|153000|97000|0
0|29000|-47000|-87000|0
1000|31000|367000|78000|1
1000|27000|594000|83000|0
1000|32000|469000|95000|0
1000|31000|262000|81000|1
1000|36000|253000|-95000|1
0|31000|312000|-50000|0
1000|41000|-21000|-41000|0
0|45000|225000|87000|0
0|35000|586000|85000|0
1000|30000|-11000|57000|0
0|39000|346000|-9000|0
1000|30000|305000|55000|1
1000|45000|500000|88000|0
0|26000|37000|-2000|0
1000|33000|304000|58000|1
1000|31000|190000|-17000|1
1000|27000|166000|78000|1
1000|44000|216000|-18000|0
0|30000|192000|73000|0
1000|31000|408000|46000|1
0|42000|468000|-93000|0
1000|44000|103000|75000|0
0|32000|403000|61000|0
1000|32000|59000|75000|1
1000|26000|279000|22000|1
1000|45000|500000|-11000|0
0|37000|352000|64000|0
0|41000|118000|-18000|0
1000|31000|295000|-38000|1
0|33000|510000|50000|0
1000|33000|58000|-63000|1
0|25000|-44000|-94000|0
0|33000|308000|-84000|0
1000|27000|40000|81000|1
1000|33000|259000|-47000|1
1000|26000|302000|-27000|1
0|30000|593000|-1000|0
1000|42000|277000|-63000|1
0|25000|129000|72000|0
0|28000|181000|95000|0
1000|27000|-88000|30000|0
1000|39000|412000|59000|1
0|34000|497000|-83000|0
1000|45000|-45000|-15000|0
1000|37000|39000|-70000|1
1000|32000|220000|91000|1
0|28000|149000|-49000|0
0|42000|121000|-91000|0
0|25000|317000|56000|0
1000|37000|23000|92000|1
1000|42000|203000|12000|1
0|30000|-31000|-24000|0
1000|41000|496000|43000|0
0|25000|418000|39000|0
1000|37000|485000|64000|0
1000|34000|92000|13000|1
0|42000|504000|48000|0
1000|42000|135000|15000|1
0|43000|-41000|-99000|0
1000|40000|204000|57000|1
0|35000|-58000|5000|0
0|27000|247000|79000|0
0|27000|31000|95000|0
1000|35000|214000|72000|1
0|45000|82000|-8000|0
0|38000|-54000|79000|0
0|27000|76000|-4000|0
0|39000|245000|-36000|0
0|40000|107000|-82000|0
0|28000|138000|63000|0
1000|28000|332000|70000|1
1000|37000|4000|-31000|1
1000|32000|554000|59000|0
0|31000|237000|78000|0
0|30000|592000|70000|0
1000|40000|248000|-20000|1
1000|36000|-58000|-7000|0
0|38000|594000|-21000|0
0|31000|339000|-9000|0
1000|45000|247000|-76000|0
0|31000|321000|20000|0
0|32000|584000|-52000|0
0|41000|-30000|-20000|0
0|26000|120000|-64000|0
0|27000|376000|-50000|0
0|43000|-3000|94000|0
0|38000|292000|-83000|0
0|43000|7000|68000|0
0|29000|143000|-70000|0
0|30000|421000|36000|0
0|36000|186000|16000|0
1000|37000|457000|35000|0
1000|28000|271000|-81000|1
1000|33000|309000|-10000|1
1000|31000|112000|6000|1
0|34000|17000|59000|0
0|40000|-69000|74000|0
1000|34000|353000|-58000|1
0|42000|547000|24000|0
0|40000|427000|73000|0
1000|35000|72000|-78000|1
1000|26000|136000|5000|1
0|42000|544000|-13000|0
1000|36000|182000|56000|1
0|44000|8000|-79000|0
0|27000|-89000|-47000|0
1000|41000|549000|-48000|0
0|34000|305000|50000|0
0|35000|475000|25000|0
1000|35000|159000|34000|1
0|44000|31000|22000|0
1000|40000|311000|30000|1
1000|25000|167000|12000|1
1000|43000|-60000|-7000|0
1000|30000|54000|100000|1
1000|37000|184000|-13000|1
1000|30000|209000|27000|1
1000|37000|473000|-71000|0
1000|28000|470000|86000|0
1000|35000|158000|2000|1
1000|37000|159000|-96000|1
0|31000|431000|-71000|0
0|36000|83000|-99000|0
1000|37000|339000|19000|1
1000|31000|427000|74000|1
0|30000|108000|-47000|0
0|40000|234000|-21000|0
0|29000|94000|5000|0
0|37000|122000|-16000|0
1000|41000|196000|90000|1
1000|25000|290000|-72000|1
1000|31000|-11000|-18000|0
0|37000|224000|32000|0
0|35000|-33000|83000|0
0|39000|-35000|-45000|0
0|40000|286000|-16000|0
1000|25000|590000|85000|0
0|37000|-14000|86000|0
0|31000|-66000|-27000|0
1000|31000|344000|-36000|1
0|40000|541000|-39000|0
0|31000|154000|29000|0
0|38000|300000|-41000|0
0|25000|324000|-85000|0
0|30000|188000|-99000|0
1000|42000|48000|74000|1
0|26000|216000|59000|0
0|37000|-11000|64000|0
0|31000|193000|90000|0
1000|41000|531000|72000|0
1000|29000|233000|1000|1
0|44000|204000|68000|0
1000|45000|397000|50000|0
0|32000|-33000|52000|0
0|39000|553000|60000|0
0|45000|80000|42000|0
0|29000|-1000|-68000|0
0|29000|528000|56000|0
0|27000|324000|50000|0
0|26000|-84000|59000|0
0|36000|96000|-70000|0
1000|30000|448000|-17000|1
0|38000|470000|-71000|0
0|36000|273000|-33000|0
0|37000|1000|93000|0
1000|29000|536000|66000|0
1000|29000|317000|-73000|1
1000|39000|403000|-12000|1
1000|39000|-29000|16000|0
1000|27000|15000|12000|1
1000|29000|26000|28000|1
1000|28000|373000|59000|1
1000|42000|49000|51000|1
1000|30000|8000|82000|1
1000|26000|79000|34000|1
0|34000|521000|-44000|0
0|27000|49000|87000|0
0|25000|554000|-42000|0
1000|44000|284000|-26000|0
0|25000|413000|34000|0
1000|34000|313000|49000|1
1000|40000|551000|56000|0
0|43000|-25000|-43000|0
1000|39000|259000|-39000|1
1000|31000|113000|-75000|1
0|40000|581000|34000|0
0|32000|450000|-2000|0
0|45000|82000|-47000|0
1000|39000|-44000|20000|0
0|33000|95000|-16000|0
0|25000|567000|-99000|0
0|30000|507000|81000|0
1000|35000|599000|-33000|0
0|30000|465000|-40000|0
0|36000|507000|-11000|0
0|31000|547000|-83000|0
1000|39000|481000|-53000|0
1000|42000|576000|61000|0
0|45000|79000|8000|0
0|29000|-23000|-7000|0
1000|32000|464000|-37000|0
1000|43000|548000|-69000|0
1000|42000|588000|80000|0
1000|27000|212000|-70000|1
1000|33000|73000|95000|1
0|27000|306000|-69000|0
1000|31000|582000|46000|0
0|33000|-18000|-83000|0
1000|27000|-21000|-75000|0
0|28000|573000|-73000|0
1000|33000|19000|-64000|1
1000|36000|123000|-21000|1
1000|44000|562000|-19000|0
0|43000|350000|1000|0
1000|42000|46000|6000|1
0|31000|580000|-9000|0
0|26000|523000|34000|0
1000|39000|357000|32000|1
0|43000|180000|93000|0
0|41000|-72000|-100000|0
0|25000|465000|82000|0
0|44000|405000|-54000|0
1000|42000|225000|-53000|1
0|26000|480000|-4000|0
1000|26000|10000|1000|1
0|41000|-34000|63000|0
0|35000|533000|-19000|0
0|27000|124000|58000|0
1000|45000|468000|-25000|0
1000|27000|134000|0|1
0|41000|186000|-57000|0
0|29000|-58000|-20000|0
0|41000|-81000|-24000|0
0|37000|44000|-52000|0
0|25000|254000|-26000|0
0|25000|-51000|-41000|0
1000|27000|240000|-76000|1
0|26000|182000|43000|0
0|37000|363000|-78000|0
1000|37000|314000|-91000|1
0|34000|140000|63000|0
0|45000|170000|15000|0
1000|26000|448000|13000|1
1000|44000|199000|-50000|0
1000|37000|33000|78000|1
1000|29000|-68000|47000|0
1000|36000|401000|69000|1
1000|25000|19000|92000|1
0|45000|582000|19000|0
1000|34000|539000|-86000|0
1000|32000|-17000|-73000|0
0|33000|59000|53000|0
1000|40000|544000|12000|0
1000|36000|424000|-43000|1
1000|29000|34000|25000|1
0|30000|222000|68000|0
0|33000|84000|93000|0
1000|35000|8000|62000|1
0|45000|218000|45000|0
1000|41000|587000|-97000|0
0|26000|543000|94000|0
0|43000|196000|-23000|0
1000|38000|50000|-86000|1
1000|32000|188000|-9000|1
1000|34000|274000|-41000|1
1000|27000|29000|-21000|1
0|27000|503000|65000|0
0|32000|349000|40000|0
1000|29000|548000|-22000|0
0|28000|264000|22000|0
1000|35000|237000|22000|1
0|37000|397000|73000|0
1000|32000|-36000|-68000|0
1000|43000|586000|68000|0
1000|28000|341000|-11000|1
0|28000|68000|-100000|0
0|45000|551000|70000|0
1000|27000|487000|51000|0
1000|43000|410000|68000|0
1000|41000|579000|32000|0
0|44000|309000|94000|0
0|29000|337000|-80000|0
1000|41000|-71000|42000|0
1000|42000|286000|81000|1
0|26000|-17000|95000|0
1000|28000|404000|-88000|1
0|29000|301000|-54000|0
1000|29000|-86000|5000|0
0|27000|280000|19000|0
0|37000|13000|28000|0
0|26000|180000|24000|0
1000|25000|567000|43000|0
1000|37000|254000|38000|1
0|31000|188000|29000|0
0|45000|574000|93000|0
0|40000|265000|-8000|0
1000|33000|134000|-49000|1
1000|32000|-86000|56000|0
1000|40000|71000|4000|1
0|25000|311000|-10000|0
0|38000|-81000|4000|0
1000|35000|-30000|-65000|0
1000|38000|127000|-62000|1
0|28000|348000|-49000|0
0|28000|406000|-80000|0
1000|29000|481000|-9000|0
0|32000|542000|81000|0
0|33000|-1000|88000|0
1000|31000|212000|-11000|1
0|25000|222000|28000|0
0|32000|-66000|2000|0
0|42000|587000|67000|0
1000|41000|-60000|60000|0
0|39000|496000|-10000|0
0|38000|82000|41000|0
1000|26000|114000|-10000|1
1000|45000|290000|88000|0
1000|45000|355000|100000|0
0|36000|-72000|-38000|0
0|33000|105000|-73000|0
0|36000|541000|28000|0
0|45000|391000|97000|0
1000|26000|524000|14000|0
1000|36000|338000|-58000|1
1000|40000|-28000|79000|0
0|28000|366000|-32000|0
0|25000|330000|-87000|0
0|32000|589000|-31000|0
0|27000|531000|27000|0
0|39000|572000|-50000|0
1000|39000|204000|-54000|1
1000|36000|104000|15000|1
1000|38000|479000|46000|0
0|39000|410000|41000|0
0|31000|360000|22000|0
0|31000|304000|6000|0
0|40000|301000|82000|0
1000|29000|31000|-21000|1
1000|38000|540000|67000|0
1000|39000|308000|-57000|1
0|39000|346000|-47000|0
0|33000|-7000|-35000|0
0|45000|578000|37000|0
1000|39000|322000|29000|1
1000|43000|353000|48000|0
0|27000|148000|-6000|0
0|31000|329000|-62000|0
1000|38000|-83000|36000|0
1000|39000|453000|-47000|0
0|30000|167000|23000|0
1000|45000|52000|-14000|0
0|39000|447000|9000|0
1000|34000|346000|-24000|1
1000|29000|259000|-36000|1
1000|29000|546000|-17000|0
1000|27000|592000|81000|0
0|26000|231000|-91000|0
1000|29000|266000|-6000|1
1000|26000|537000|96000|0
0|37000|-57000|21000|0
0|43000|427000|26000|0
1000|39000|273000|39000|1
0|37000|223000|-74000|0
1000|43000|393000|44000|0
0|45000|213000|42000|0
0|32000|590000|-44000|0
1000|25000|-44000|48000|0
1000|39000|-55000|-69000|0
1000|42000|185000|-85000|1
1000|30000|559000|-14000|0
0|30000|67000|34000|0
1000|27000|369000|-21000|1
1000|29000|-12000|-24000|0
1000|41000|214000|9000|1
0|34000|69000|-22000|0
0|29000|416000|10000|0
1000|25000|353000|30000|1
0|29000|539000|26000|0
0|43000|394000|-92000|0
0|35000|402000|60000|0
0|40000|536000|54000|0
1000|42000|154000|-73000|1
1000|30000|547000|-97000|0
1000|39000|344000|33000|1
0|28000|134000|-93000|0
1000|30000|-90000|87000|0
1000|43000|364000|56000|0
1000|28000|-56000|-36000|0
0|38000|124000|25000|0
1000|27000|32000|-52000|1
1000|31000|517000|-81000|0
0|35000|413000|59000|0
0|25000|157000|-5000|0
0|30000|57000|80000|0
1000|40000|452000|-42000|0
0|33000|491000|88000|0
0|35000|527000|51000|0
1000|43000|-62000|100000|0
1000|41000|161000|5000|1
1000|27000|310000|-57000|1
1000|29000|192000|-7000|1
1000|25000|515000|-55000|0
1000|28000|377000|-30000|1
0|40000|508000|-23000|0
1000|39000|-91000|91000|0
1000|29000|22000|-45000|1
0|31000|555000|7000|0
0|39000|93000|90000|0
0|32000|-59000|-78000|0
0|35000|11000|47000|0
0|43000|150000|-43000|0
0|35000|259000|84000|0
1000|25000|251000|-42000|1
1000|30000|140000|11000|1
1000|44000|248000|93000|0
0|45000|32000|87000|0
1000|26000|144000|-85000|1
0|25000|-71000|25000|0
0|42000|245000|-88000|0
1000|45000|442000|-78000|0
0|31000|-97000|-4000|0
0|41000|232000|-25000|0
0|33000|188000|90000|0
1000|39000|298000|-31000|1
1000|44000|505000|79000|0
0|43000|469000|0|0
0|43000|327000|38000|0
1000|39000|86000|13000|1
1000|41000|282000|73000|1
0|32000|209000|2000|0
0|45000|39000|-10000|0
0|31000|331000|-27000|0
0|35000|519000|-37000|0
0|28000|153000|-25000|0
1000|34000|408000|46000|1
1000|44000|506000|-61000|0
1000|36000|441000|-23000|1
1000|36000|146000|-54000|1
1000|36000|-94000|55000|0
0|40000|18000|-87000|0
0|30000|370000|59000|0
1000|35000|124000|-40000|1
1000|25000|-51000|-74000|0
0|39000|52000|-81000|0
0|35000|198000|92000|0
0|44000|506000|45000|0
0|28000|494000|-41000|0
1000|30000|151000|-45000|1
0|44000|-90000|-86000|0
0|42000|247000|-56000|0
0|35000|-12000|-97000|0
1000|40000|-24000|-4000|0
1000|38000|596000|-39000|0
0|42000|526000|-13000|0
0|40000|427000|82000|0
1000|40000|317000|84000|1
0|31000|172000|-83000|0
1000|37000|212000|55000|1
1000|35000|223000|46000|1
0|36000|109000|26000|0
1000|37000|551000|37000|0
1000|30000|227000|45000|1
1000|35000|206000|-54000|1
1000|41000|355000|96000|1
1000|34000|373000|-25000|1
0|45000|93000|-86000|0
1000|31000|452000|6000|0
0|32000|101000|0|0
1000|27000|430000|27000|1
1000|31000|264000|-99000|1
0|27000|521000|35000|0
1000|39000|43000|-10000|1
0|39000|-51000|-84000|0
0|43000|565000|47000|0
0|31000|368000|-49000|0
0|35000|135000|-94000|0
1000|41000|414000|-96000|1
1000|37000|432000|-36000|1
0|45000|207000|97000|0
0|37000|71000|-65000|0
0|33000|-36000|30000|0
0|41000|413000|-43000|0
1000|26000|194000|55000|1
1000|42000|86000|-100000|1
0|26000|582000|26000|0
1000|31000|361000|59000|1
1000|26000|112000|69000|1
0|27000|203000|-50000|0
0|36000|541000|70000|0
0|25000|220000|72000|0
1000|45000|437000|41000|0
0|35000|130000|59000|0
0|26000|228000|29000|0
1000|39000|449000|28000|1
1000|36000|534000|-9000|0
1000|28000|171000|-65000|1
0|33000|326000|-28000|0
1000|28000|199000|47000|1
0|44000|177000|-61000|0
1000|40000|54000|-21000|1
0|32000|-47000|34000|0
1000|27000|75000|28000|1
1000|25000|499000|91000|0
1000|25000|-38000|99000|0
1000|25000|457000|11000|0
